id,data
4791,"(_4791:违法调休 {description: '""\u6210\u90fd\u5b58\u5728\u7684\u4e00\u79cd\u8fdd\u6cd5\u8c03\u4f11\u73b0\u8c61\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-54a6f09538b19d43b766b0c6240f8d1b'})"
4792,"(_4792:站 {description: '""\u89c6\u9891\u5e73\u53f0\u7ec4\u7ec7\uff0c\u6897\u59d0\u59d0\u5728\u5176\u4e2d\u7684\u7c89\u4e1d\u6570\u91cf\u8f83\u5c11\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-17c455e991bb9bda07438250e5abcb01'})"
4793,"(_4793:受欢迎 {description: '""\u89c6\u9891\u53d7\u6b22\u8fce\u7684\u7a0b\u5ea6\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-17c455e991bb9bda07438250e5abcb01'})"
4794,"(_4794:吃泡面 {description: '""\u4e3a\u4e86\u7701\u94b1\u800c\u91c7\u53d6\u7684\u996e\u98df\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-2cd0805ae9ed8e0183c779e2c0cc0d51'})"
4795,"(_4795:头发黄了 {description: '""\u7531\u4e8e\u957f\u671f\u5403\u6ce1\u9762\u5bfc\u81f4\u7684\u5934\u53d1\u53d8\u5316\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-2cd0805ae9ed8e0183c779e2c0cc0d51'})"
4796,"(_4796:烤鸭店 {description: '""\u53d9\u8ff0\u8005\u63d0\u5230\u60f3\u8981\u8def\u8fb9\u7684\u70e4\u9e2d\u7684\u5e97\u94fa\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4797,"(_4797:更好生活 {description: '""\u53d9\u8ff0\u8005\u5e0c\u671b\u4eba\u4eec\u80fd\u591f\u62e5\u6709\u7684\u4e00\u79cd\u751f\u6d3b\u72b6\u6001\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4798,"(_4798:离开 {description: '""\u7f51\u7ea6\u8f66\u53f8\u673a\u5728\u770b\u5230\u70e4\u9e2d\u5e97\u540e\u91c7\u53d6\u7684\u884c\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4799,"(_4799:等红绿灯 {description: '""\u53d9\u8ff0\u8005\u5728\u6253\u7f51\u7ea6\u8f66\u65f6\u7b49\u5f85\u4ea4\u901a\u4fe1\u53f7\u706f\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4800,"(_4800:中学学地理书 {description: '""\u53d9\u8ff0\u8005\u63d0\u53ca\u7684\u4e2d\u5b66\u6559\u79d1\u4e66\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4801,"(_4801:女朋友 {description: '""\u4e0e\u53d9\u8ff0\u8005\u4e00\u8d77\u6253\u7f51\u7ea6\u8f66\u7684\u4eba\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4802,"(_4802:红绿灯 {description: '""\u53d9\u8ff0\u8005\u7b49\u8f66\u65f6\u7684\u5730\u70b9\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4803,"(_4803:网约车司机 {description: '""\u5728\u53d9\u8ff0\u8005\u6253\u8f66\u65f6\u9047\u5230\u7684\u53f8\u673a\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4804,"(_4804:叹气 {description: '""\u7f51\u7ea6\u8f66\u53f8\u673a\u5728\u770b\u5230\u70e4\u9e2d\u5e97\u540e\u8868\u73b0\u51fa\u7684\u4e00\u79cd\u60c5\u611f\u53cd\u5e94\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4805,"(_4805:人口众多区域 {description: '""\u4e2d\u5b66\u5730\u7406\u4e66\u4e2d\u63d0\u5230\u7684\u5730\u7406\u4f4d\u7f6e\u7c7b\u578b\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4806,"(_4806:打网约车 {description: '""\u53d9\u8ff0\u8005\u6628\u5929\u53d1\u751f\u7684\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4807,"(_4807:廉价劳动力 {description: '""\u4e2d\u5b66\u5730\u7406\u4e66\u4e2d\u63d0\u5230\u7684\u52b3\u52a8\u529b\u7c7b\u578b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-d9b8fd9ad16520f0beeeaf6350e2b44d'})"
4808,"(_4808:记忆 {description: '""\u63cf\u8ff0\u4e86\u8bc4\u8bba\u8005\u5bf9\u8fc7\u53bb\u4e94\u4e00\u653e\u5047\u7684\u8bb0\u5fc6\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-86523fa075a7a3d78b86fd319037f389'})"
4809,"(_4809:误以为 {description: '""\u5bf9\u4e94\u4e00\u5047\u671f\u5b89\u6392\u7684\u8bef\u89e3\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-35e529fbd20d3f1cb7990dd80827aa17'})"
4810,"(_4810:月休两天的人 {description: '""\u6307\u6bcf\u6708\u53ea\u4f11\u606f\u4e24\u5929\u7684\u4e2a\u4eba\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-d6270071ec28df69cf3aeaae3b173e8e'})"
4811,"(_4811:月休两天的人群 {description: '""\u6307\u6bcf\u6708\u53ea\u4f11\u606f\u4e24\u5929\u7684\u4eba\u7fa4\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-d6270071ec28df69cf3aeaae3b173e8e'})"
4812,"(_4812:经济实力 {description: '""\u6307\u4ee3\u4e2a\u4eba\u6216\u7ec4\u7ec7\u62e5\u6709\u7684\u7ecf\u6d4e\u8d44\u6e90\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-5945f8da9faffb8a348e43a497545386'})"
4813,"(_4813:社会资源 {description: '""\u6307\u4ee3\u4e2a\u4eba\u6216\u7ec4\u7ec7\u5728\u793e\u4f1a\u4e2d\u6240\u62e5\u6709\u7684\u8d44\u6e90\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-5945f8da9faffb8a348e43a497545386'})"
4814,"(_4814:成功人士 {description: '""\u53ef\u80fd\u6307\u4ee3\u5728\u793e\u4f1a\u4e0a\u53d6\u5f97\u663e\u8457\u6210\u5c31\u7684\u4eba\u3002""<SEP>""\u53ef\u80fd\u6307\u4ee3\u5f00\u8def\u864e\u7684\u4eba\uff0c\u8c61\u5f81\u793e\u4f1a\u5730\u4f4d\u548c\u7ecf\u6d4e\u5b9e\u529b\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-5945f8da9faffb8a348e43a497545386<SEP>chunk-da113174a398f0097d632752d43a1152'})"
4815,"(_4815:开路虎的人 {description: '""\u5f00\u8def\u864e\u7684\u8001\u677f\uff0c\u53ef\u80fd\u6307\u4ee3\u6210\u529f\u4eba\u58eb\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-5945f8da9faffb8a348e43a497545386'})"
4816,"(_4816:普通员工 {description: '""\u4e0e\u6210\u529f\u4eba\u58eb\u5f62\u6210\u5bf9\u6bd4\uff0c\u53ef\u80fd\u6307\u4ee3\u793e\u4f1a\u5730\u4f4d\u548c\u7ecf\u6d4e\u5b9e\u529b\u8f83\u4f4e\u7684\u4eba\u3002""<SEP>""\u6307\u5728\u4e94\u4e00\u5047\u671f\u7ed3\u675f\u540e\u9700\u8981\u4e0a\u73ed\u7684\u666e\u901a\u5de5\u4f5c\u8005\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-8fcf50ff1bc24a205d699b3206afebc7<SEP>chunk-5945f8da9faffb8a348e43a497545386'})"
4817,"(_4817:开路虎 {description: '""\u8001\u677f\u5f00\u8def\u864e\u7684\u884c\u4e3a\uff0c\u53ef\u80fd\u8c61\u5f81\u5176\u6210\u529f\u548c\u8d22\u5bcc\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-5945f8da9faffb8a348e43a497545386'})"
4818,"(_4818:五条悟 {description: '""\u53ef\u80fd\u662f\u4e00\u4e2a\u4e0e\u5e78\u8fd0\u8349\u7ec4\u7ec7\u76f8\u5173\u7684\u4eba\u7269\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-61dbae26dea9ebed4426f700c47dcc28'})"
4819,"(_4819:兑水 {description: '""\u5c06\u53ef\u4e50\u4e0e\u6c34\u6df7\u5408\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-61dbae26dea9ebed4426f700c47dcc28'})"
4820,"(_4820:剩余 {description: '""\u6307\u4ee3\u5269\u4f59\u7684\u53ef\u4e50\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-61dbae26dea9ebed4426f700c47dcc28'})"
4821,"(_4821:幸运草 {description: '""\u4e00\u4e2a\u53ef\u80fd\u6d89\u53ca\u793e\u4ea4\u6d3b\u52a8\u6216\u996e\u54c1\u9500\u552e\u7684\u7ec4\u7ec7\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-61dbae26dea9ebed4426f700c47dcc28'})"
4822,"(_4822:刘德华 {description: '""\u8457\u540d\u6b4c\u624b\u3001\u6f14\u5458\u5218\u5fb7\u534e\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-c67e993fc6c79a04adc94685554b6ebc'})"
4823,"(_4823:三重 {description: '""\u53ef\u80fd\u6307\u5218\u5fb7\u534e\u5728\u67d0\u4e2a\u6d3b\u52a8\u6216\u6f14\u51fa\u4e2d\u7684\u5730\u70b9\uff0c\u5177\u4f53\u9700\u6839\u636e\u4e0a\u4e0b\u6587\u786e\u5b9a\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-c67e993fc6c79a04adc94685554b6ebc'})"
4824,"(_4824:演员 {description: '""\u5218\u5fb7\u534e\u7684\u804c\u4e1a\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-c67e993fc6c79a04adc94685554b6ebc'})"
4825,"(_4825:三重刘德华 {description: '""\u53ef\u80fd\u6307\u5218\u5fb7\u534e\u53c2\u4e0e\u7684\u4e00\u4e2a\u7ec4\u7ec7\u6216\u56e2\u4f53\uff0c\u5177\u4f53\u540d\u79f0\u9700\u6839\u636e\u4e0a\u4e0b\u6587\u786e\u5b9a\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-c67e993fc6c79a04adc94685554b6ebc'})"
4826,"(_4826:监考 {description: '""\u5728\u8003\u8bd5\u8fc7\u7a0b\u4e2d\uff0c\u8001\u5e08\u5bf9\u8003\u573a\u8fdb\u884c\u76d1\u7763\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-dc15e86e3988183ec70c26456a064d41'})"
4827,"(_4827:高中考试 {description: '""\u63cf\u8ff0\u7684\u662f\u9ad8\u4e2d\u8003\u8bd5\u8fd9\u4e00\u4e8b\u4ef6\uff0c\u8003\u8bd5\u671f\u95f4\u8001\u5e08\u76d1\u8003\uff0c\u5b66\u751f\u653e\u5047\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-dc15e86e3988183ec70c26456a064d41'})"
4828,"(_4828:向明月 {description: '""\u5411\u660e\u6708\uff0c\u6bd4\u55bb\u5e0c\u671b\u6216\u7f8e\u597d\u613f\u666f\u3002""<SEP>""\u6bd4\u55bb\u5e0c\u671b\u6216\u7f8e\u597d\u613f\u666f\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-c907d02d043b6e9defecafa7d5bbe18f'})"
4829,"(_4829:养老金 {description: '""\u4e13\u5bb6\u53ef\u80fd\u653e\u5f03\u7684\u9000\u4f11\u798f\u5229\u3002""<SEP>""\u4e3a\u9000\u4f11\u4eba\u5458\u63d0\u4f9b\u7ecf\u6d4e\u652f\u6301\u7684\u7ec4\u7ec7\u6216\u5236\u5ea6\u3002""<SEP>""\u517b\u8001\u91d1\uff0c\u6307\u4e3a\u9000\u4f11\u4eba\u5458\u63d0\u4f9b\u7ecf\u6d4e\u652f\u6301\u7684\u7ec4\u7ec7\u6216\u5236\u5ea6\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-a10bac82da850bec50bfaa77e91f59df<SEP>chunk-c907d02d043b6e9defecafa7d5bbe18f'})"
4830,"(_4830:发光发热 {description: '""\u53d1\u5149\u53d1\u70ed\uff0c\u6bd4\u55bb\u4eba\u53d1\u6325\u81ea\u5df1\u7684\u624d\u80fd\u548c\u6f5c\u529b\u3002""<SEP>""\u6bd4\u55bb\u4eba\u53d1\u6325\u81ea\u5df1\u7684\u624d\u80fd\u548c\u6f5c\u529b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-c907d02d043b6e9defecafa7d5bbe18f'})"
4831,"(_4831:明月 {description: '""\u6307\u4ee3\u6708\u4eae\uff0c\u5e38\u7528\u6765\u6bd4\u55bb\u7f8e\u597d\u6216\u5e0c\u671b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-c907d02d043b6e9defecafa7d5bbe18f'})"
4832,"(_4832:占用当个星期的两天 {description: '""\u8865\u73ed\u5360\u7528\u7684\u65f6\u95f4\u6bb5\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-40356cc5ed661e02d54be7dded4f5a67'})"
4833,"(_4833:扣我一天休 {description: '""\u5de5\u4f5c\u5236\u5ea6\u4e2d\u63d0\u53ca\u7684\u6263\u4f11\u60c5\u51b5\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-40356cc5ed661e02d54be7dded4f5a67'})"
4834,"(_4834:五天休值两天班 {description: '""\u5de5\u4f5c\u5236\u5ea6\uff0c\u6d89\u53ca\u4f11\u606f\u4e0e\u5de5\u4f5c\u5b89\u6392\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-40356cc5ed661e02d54be7dded4f5a67'})"
4835,"(_4835:当个 {description: '""\u53ef\u80fd\u6307\u4ee3\u67d0\u4e2a\u5177\u4f53\u7684\u5730\u65b9\uff0c\u4f46\u5728\u6b64\u8bed\u5883\u4e2d\u53ef\u80fd\u4e3a\u53e3\u8bed\u8868\u8fbe\uff0c\u672a\u6307\u660e\u5177\u4f53\u5730\u70b9\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-40356cc5ed661e02d54be7dded4f5a67'})"
4836,"(_4836:店铺 {description: '""\u5e97\u5458\u5de5\u4f5c\u7684\u573a\u6240\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-31b17c4a9cd7d88408d51656f289f361'})"
4837,"(_4837:店员 {description: '""\u5728\u5e97\u94fa\u4e0a\u73ed\u7684\u5458\u5de5\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-31b17c4a9cd7d88408d51656f289f361'})"
4838,"(_4838:建议者 {description: '""\u63d0\u51fa\u5efa\u8bae\u7684\u4eba\u3002""<SEP>""\u63d0\u51fa\u5efa\u8bae\u7684\u4eba\u3002""<SEP>""\u63d0\u51fa\u5efa\u8bae\u7684\u4eba\u3002""<SEP>""\u63d0\u51fa\u5efa\u8bae\u7684\u4eba\u3002""<SEP>""\u7ad9\u5728\u81ea\u5df1\u7814\u7a76\u89d2\u5ea6\u63d0\u4f9b\u5efa\u8bae\u7684\u4eba\u7269\u3002""<SEP>""\u63d0\u51fa\u5efa\u8bae\u7684\u4eba\uff0c\u53ef\u80fd\u662f\u4e13\u5bb6\u6216\u5176\u4ed6\u6709\u4e13\u4e1a\u77e5\u8bc6\u7684\u4eba\u3002""<SEP>""\u63d0\u51fa\u5efa\u8bae\uff0c\u5efa\u8bae\u4e13\u5bb6\u591a\u4e0a\u73ed\u4e0d\u4f11\u606f\u7684\u4eba\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-60ffc7de3ce05326e19653c2d1b6d991<SEP>chunk-79ef5b43ec9bad334196b75a6ad618f6<SEP>chunk-c21427c5fe2a49345f79a4b00ee18ee7<SEP>chunk-60f46432b9bbe42038e0dc25e9e07e82<SEP>chunk-64acdd9160260bbf7a6ac7c8d3ee9fba<SEP>chunk-3748bc182c64bc53f6b00f5e90fac537<SEP>chunk-b0d3489b1f79a896491e91bf72437107'})"
4839,"(_4839:自己的研究角度 {description: '""\u5efa\u8bae\u8005\u63d0\u4f9b\u5efa\u8bae\u65f6\u6240\u4f9d\u636e\u7684\u89c6\u89d2\u6216\u7acb\u573a\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-64acdd9160260bbf7a6ac7c8d3ee9fba'})"
4840,"(_4840:这些建议 {description: '""\u7531\u5efa\u8bae\u8005\u63d0\u4f9b\u7684\u4e00\u7cfb\u5217\u5efa\u8bae\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-64acdd9160260bbf7a6ac7c8d3ee9fba'})"
4841,"(_4841:挨骂 {description: '""\u5efa\u8bae\u8005\u62c5\u5fc3\u56e0\u4e3a\u63d0\u4f9b\u5efa\u8bae\u800c\u53ef\u80fd\u906d\u53d7\u7684\u8d1f\u9762\u7ed3\u679c\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-64acdd9160260bbf7a6ac7c8d3ee9fba'})"
4842,"(_4842:倒欠 {description: '""\u56e0\u8c03\u4f11\u5bfc\u81f4\u7684\u5468\u672b\u5047\u671f\u4e0d\u8db3\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-94e2cf3e7e5d7cb0e08acdf88ded134d'})"
4843,"(_4843:专家们 {description: '""\u4e0d\u9700\u8981\u4e0a\u73ed\u7684\u4e13\u5bb6\u7fa4\u4f53\u3002""<SEP>""\u5e94\u8be5\u7814\u7a76\u5982\u4f55\u5f7b\u5e95\u6539\u53d8\u73b0\u72b6\u7684\u4eba\u7fa4\u3002""<SEP>""\u7531\u591a\u4f4d\u4e13\u5bb6\u7ec4\u6210\u7684\u4e13\u4e1a\u56e2\u4f53\u6216\u673a\u6784\u3002""<SEP>""\u6307\u4e00\u7fa4\u4e13\u5bb6\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-df6e2009a7ef8f4fb156c3cb8d06d2f5<SEP>chunk-a7aef353b7faaae7b5ce1fc71e31dd22<SEP>chunk-a5478a6e752c349a075c14c152edc9cf<SEP>chunk-4cffcf2a31d9e867a21e7a2f4e025ff1'})"
4844,"(_4844:例子 {description: '""\u4f5c\u4e3a\u8bf4\u660e\u6216\u5c55\u793a\u7684\u4e8b\u7269\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-a7aef353b7faaae7b5ce1fc71e31dd22'})"
4845,"(_4845:彻底改变 {description: '""\u5b8c\u5168\u6216\u6839\u672c\u6027\u7684\u6539\u53d8\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-a7aef353b7faaae7b5ce1fc71e31dd22'})"
4846,"(_4846:当年单修改双修 {description: '""\u5386\u53f2\u4e0a\u53d1\u751f\u7684\uff0c\u88ab\u8ba4\u4e3a\u597d\u7684\u4f8b\u5b50\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-a7aef353b7faaae7b5ce1fc71e31dd22'})"
4847,"(_4847:直接上 {description: '""\u7ec4\u7ec7\u91c7\u7528\u76f4\u63a5\u8fde\u7eed\u5de5\u4f5c\u4e00\u4e2a\u6708\u7684\u65b9\u5f0f\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-ecdaaed65f3fe3a98f248aa68353eeba'})"
4848,"(_4848:早上 {description: '""\u6307\u4e00\u5929\u4e2d\u7684\u65e9\u4e0a\u65f6\u6bb5\u3002""', entity_type: '""\u65f6\u95f4""', source_id: 'chunk-ecdaaed65f3fe3a98f248aa68353eeba'})"
4849,"(_4849:早上6点到晚上11点 {description: '""\u7ec4\u7ec7\u7684\u65e5\u5e38\u5de5\u4f5c\u65f6\u95f4\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-ecdaaed65f3fe3a98f248aa68353eeba'})"
4850,"(_4850:周测 {description: '""\u7ec4\u7ec7\u7684\u6bcf\u5468\u6d4b\u8bd5\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-ecdaaed65f3fe3a98f248aa68353eeba'})"
4851,"(_4851:每晚 {description: '""\u7ec4\u7ec7\u6bcf\u5468\u5728\u665a\u4e0a\u8fdb\u884c\u7684\u5468\u6d4b\u6d3b\u52a8\u3002""<SEP>""\u7ec4\u7ec7\u6bcf\u5468\u7684\u5468\u6d4b\u65f6\u95f4\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-ecdaaed65f3fe3a98f248aa68353eeba'})"
4852,"(_4852:学校组织 {description: '""\u53ef\u80fd\u5b9e\u884c\u5355\u4f11\u5236\u5ea6\u7684\u9ad8\u4e2d\u751f\u6240\u5728\u7684\u5b66\u6821\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-16e074e081d2f65e7653c229e7bacc18'})"
4853,"(_4853:正常假期 {description: '""\u4f20\u7edf\u5047\u671f\u5b89\u6392\uff0c\u4e0e\u8c03\u4f11\u76f8\u5bf9\u3002""<SEP>""\u6307\u5468\u672b\u548c\u4e94\u4e00\u671f\u95f4\u5e94\u8be5\u4e0d\u8c03\u4f11\u7684\u5047\u671f\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-76eed14d4920df5a117e8993fc897caa<SEP>chunk-ada8f9f13801e25c14c0cd0b78f223d9'})"
4854,"(_4854:节能减排 {description: '""\u6587\u672c\u4e2d\u63d0\u5230\u7684\u6982\u5ff5\uff0c\u8868\u793a\u8282\u80fd\u51cf\u6392\u7684\u884c\u4e3a\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-969f52a4524502b2a15cf0883c1c867f'})"
4855,"(_4855:出门玩 {description: '""\u6587\u672c\u4e2d\u63d0\u5230\u7684\u884c\u4e3a\uff0c\u8868\u793a\u5916\u51fa\u6e38\u73a9\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-969f52a4524502b2a15cf0883c1c867f'})"
4856,"(_4856:提车钱 {description: '""\u52aa\u529b\u5de5\u4f5c\u83b7\u5f97\u7684\u56de\u62a5\uff0c\u7528\u4e8e\u8d2d\u4e70\u8f66\u8f86\u7684\u8d44\u91d1\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-fe119393cfa33de2bf805003b0669266'})"
4857,"(_4857:贡献 {description: '""\u4e13\u5bb6\u4e3a\u56fd\u5bb6\u505a\u8d21\u732e\u7684\u7c7b\u522b\u3002""<SEP>""\u6307\u4e2a\u4eba\u6216\u96c6\u4f53\u5bf9\u56fd\u5bb6\u3001\u793e\u4f1a\u505a\u51fa\u7684\u8d21\u732e\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-79ef5b43ec9bad334196b75a6ad618f6<SEP>chunk-39b5682ed218a9decdd384eb2ae30d34'})"
4858,"(_4858:周67 {description: '""\u6307\u4ee3\u7279\u5b9a\u7684\u4e00\u5468\uff0c\u5373\u7b2c67\u5468\u3002""<SEP>""\u6307\u7684\u662f\u7279\u5b9a\u7684\u4e00\u5468\uff0c\u5373\u7b2c67\u5468\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-39b5682ed218a9decdd384eb2ae30d34'})"
4859,"(_4859:命 {description: '""\u6307\u4ee3\u6709\u751f\u547d\u7684\u4eba\u6216\u52a8\u7269\u3002""<SEP>""\u6307\u4ee3\u751f\u547d\u7684\u542b\u4e49\u6216\u91cd\u8981\u6027\u3002""<SEP>""\u63a2\u8ba8\u751f\u547d\u7684\u4ef7\u503c\u548c\u610f\u4e49\u3002""<SEP>""\u6bd4\u55bb\u6027\u7684\u8868\u8fbe\uff0c\u6307\u4e2a\u4eba\u7684\u751f\u547d\u6216\u751f\u6d3b\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-dbd70f82083f48eb6d549c331cbf3a52<SEP>chunk-39b5682ed218a9decdd384eb2ae30d34'})"
4860,"(_4860:忠诚 {description: '""\u6307\u5bf9\u56fd\u5bb6\u6216\u96c6\u4f53\u5fe0\u8bda\u7684\u54c1\u8d28\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-39b5682ed218a9decdd384eb2ae30d34'})"
4861,"(_4861:做贡献 {description: '""\u6307\u4e3a\u56fd\u5bb6\u548c\u96c6\u4f53\u505a\u51fa\u8d21\u732e\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-39b5682ed218a9decdd384eb2ae30d34'})"
4862,"(_4862:英雄联盟 {description: '""\u4e00\u6b3e\u591a\u4eba\u5728\u7ebf\u6218\u6597\u7ade\u6280\u6e38\u620f\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-874dacd7e458c09a4836269f7a7a6d22'})"
4863,"(_4863:电子竞技 {description: '""\u4e00\u79cd\u4ee5\u7535\u5b50\u6e38\u620f\u4e3a\u6bd4\u8d5b\u9879\u76ee\u7684\u7ade\u6280\u6d3b\u52a8\u3002""<SEP>""\u738b\u8005\u8363\u8000\u5c5e\u4e8e\u7535\u5b50\u7ade\u6280\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-b2ce4d6f472fa5735565b7fe256ff0ac<SEP>chunk-874dacd7e458c09a4836269f7a7a6d22'})"
4864,"(_4864:电子游戏 {description: '""\u901a\u8fc7\u7535\u5b50\u8bbe\u5907\u8fdb\u884c\u7684\u6e38\u620f\u5f62\u5f0f\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-874dacd7e458c09a4836269f7a7a6d22'})"
4865,"(_4865:阿卡丽 {description: '""\u300a\u82f1\u96c4\u8054\u76df\u300b\u4e2d\u7684\u82f1\u96c4\u89d2\u8272\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-874dacd7e458c09a4836269f7a7a6d22'})"
4866,"(_4866:`《英雄联盟》` {description: '""\u963f\u5361\u4e3d\u662f\u300a\u82f1\u96c4\u8054\u76df\u300b\u4e2d\u7684\u89d2\u8272\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-874dacd7e458c09a4836269f7a7a6d22'})"
4867,"(_4867:单独放一天 {description: '""\u6307\u5c06\u67d0\u4e00\u5929\u5355\u72ec\u5b89\u6392\u4e3a\u4f11\u606f\u65e5\u7684\u4e8b\u4ef6\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-a5e39519be2c05a161d6645390ca22ae'})"
4868,"(_4868:完整周末 {description: '""\u6307\u6709\u4e24\u5929\u8fde\u7eed\u4f11\u606f\u7684\u65f6\u95f4\u6bb5\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-a5e39519be2c05a161d6645390ca22ae'})"
